group,image_path,image_name,exec_success,error_msg,plate_detected,detection_confidence,bbox,iou_gt,crop_width,crop_height,aspect_ratio,selected_variant,composite_score,raw_ocr_text,cleaned_text,plate_text,ocr_confidence,plate_type,is_valid_indian_format,error_category,processing_time_ms
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate923_jpg.rf.2089c0b189b43e04c66d4ad1912215e3.jpg,CarLongPlate923_jpg.rf.2089c0b189b43e04c66d4ad1912215e3.jpg,True,,True,0.797,"[273, 259, 359, 285]",42.0,86,26,3.31,V1_GRAY_CLAHE,0.6445,514. 72110,51472110,51472110,0.369,UNKNOWN,False,3. Extremely small plate resolution,918.26
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate926_jpg.rf.ecae1e04d105d8b1d11801c98b92f569.jpg,CarLongPlate926_jpg.rf.ecae1e04d105d8b1d11801c98b92f569.jpg,True,,True,0.831,"[122, 180, 218, 211]",0.1869,96,31,3.1,V1_GRAY_CLAHE,0.6336,61F.617.12,61F61712,61F61712,0.347,UNKNOWN,False,3. Extremely small plate resolution,890.55
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate934_jpg.rf.4baceadb368dd5878e96b6cc6fd3db6c.jpg,CarLongPlate934_jpg.rf.4baceadb368dd5878e96b6cc6fd3db6c.jpg,True,,True,0.815,"[188, 238, 312, 274]",0.175,124,36,3.44,V1_GRAY_CLAHE,0.7099,61A 96171,61A96171,61A96171,0.464,UNKNOWN,False,3. Extremely small plate resolution,926.91
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate961_jpg.rf.a13cb5c63bc51c47bef79619cb89014c.jpg,CarLongPlate961_jpg.rf.a13cb5c63bc51c47bef79619cb89014c.jpg,True,,True,0.792,"[165, 176, 257, 202]",0.3891,92,26,3.54,V2_ADAPTIVE_BINARIZE,0.6253,2603598L,2603598L,2603598L,0.251,UNKNOWN,False,3. Extremely small plate resolution,910.77
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate972_jpg.rf.5c7156f5b1cb3bc4b17c11807a7061f3.jpg,CarLongPlate972_jpg.rf.5c7156f5b1cb3bc4b17c11807a7061f3.jpg,True,,True,0.809,"[143, 243, 246, 274]",0.1111,103,31,3.32,V2_ADAPTIVE_BINARIZE,0.6756,EFF-78904,EFF78904,EFF78904,0.396,UNKNOWN,False,3. Extremely small plate resolution,888.5
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate973_jpg.rf.5ed0ef1f66299be344e3d28fa0e131a1.jpg,CarLongPlate973_jpg.rf.5ed0ef1f66299be344e3d28fa0e131a1.jpg,True,,True,0.813,"[221, 209, 317, 237]",5.7598,96,28,3.43,V1_GRAY_CLAHE,0.6599,SIF 78904,SIF78904,SIF78904,0.364,UNKNOWN,False,3. Extremely small plate resolution,913.06
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1025_jpg.rf.bf8ed8825f386158cc6cc83e723dde5f.jpg,CarLongPlateGen1025_jpg.rf.bf8ed8825f386158cc6cc83e723dde5f.jpg,True,,True,0.818,"[170, 132, 277, 163]",0.0,107,31,3.45,V1_GRAY_CLAHE,0.6534,L34-18650],L3418650,L3418650,0.387,UNKNOWN,False,3. Extremely small plate resolution,932.42
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1065_jpg.rf.b27f189a1604080f833c00ef72f0a3b3.jpg,CarLongPlateGen1065_jpg.rf.b27f189a1604080f833c00ef72f0a3b3.jpg,True,,True,0.821,"[192, 87, 297, 120]",0.0,105,33,3.18,V0_COLOR_CLAHE,0.6234,614 01204,61401204,61401204,0.291,UNKNOWN,False,3. Extremely small plate resolution,892.0
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1072_jpg.rf.6483f2d6d44372c983427ad79d77803a.jpg,CarLongPlateGen1072_jpg.rf.6483f2d6d44372c983427ad79d77803a.jpg,True,,True,0.786,"[257, 257, 341, 280]",0.8887,84,23,3.65,V1_GRAY_CLAHE,0.6093,510-.491.60,51049160,51049160,0.328,UNKNOWN,False,3. Extremely small plate resolution,958.92
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1073_jpg.rf.bc86f9b7878762f9d689d536d243fb16.jpg,CarLongPlateGen1073_jpg.rf.bc86f9b7878762f9d689d536d243fb16.jpg,True,,True,0.805,"[293, 213, 369, 238]",0.0,76,25,3.04,V1_GRAY_CLAHE,0.5538,51F.617.12],51F61712,51F61712,0.217,UNKNOWN,False,3. Extremely small plate resolution,846.72
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1116_jpg.rf.d945d24c36cc893cf29b97560fbe3b95.jpg,CarLongPlateGen1116_jpg.rf.d945d24c36cc893cf29b97560fbe3b95.jpg,True,,True,0.778,"[234, 225, 313, 249]",3.5765,79,24,3.29,V1_GRAY_CLAHE,0.6339,6IE32488,6IE32488,6IE32488,0.268,UNKNOWN,False,3. Extremely small plate resolution,925.04
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1121_jpg.rf.7bec5af7b5fb8cc72a9ae8a748fa3b1c.jpg,CarLongPlateGen1121_jpg.rf.7bec5af7b5fb8cc72a9ae8a748fa3b1c.jpg,True,,True,0.803,"[291, 230, 369, 253]",0.0,78,23,3.39,V0_COLOR_CLAHE,0.6738,61F.1155.85,61F115585,61F115585,0.42,UNKNOWN,False,3. Extremely small plate resolution,917.48
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1141_jpg.rf.7e3b2e2a1589df661930a1990201fdc6.jpg,CarLongPlateGen1141_jpg.rf.7e3b2e2a1589df661930a1990201fdc6.jpg,True,,True,0.807,"[241, 141, 327, 169]",0.0,86,28,3.07,V0_COLOR_CLAHE,0.7131,61A.01204,61A01204,61A01204,0.471,UNKNOWN,False,3. Extremely small plate resolution,824.46
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen115_jpg.rf.4ee40d05361be1a8f8d4e44a117217e3.jpg,CarLongPlateGen115_jpg.rf.4ee40d05361be1a8f8d4e44a117217e3.jpg,True,,True,0.784,"[217, 170, 273, 185]",0.0,56,15,3.73,V1_GRAY_CLAHE,0.5473,B1 82488,B182488,B182488,0.22,UNKNOWN,False,3. Extremely small plate resolution,1094.94
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1183_jpg.rf.a016eb9f71feccd42205457fcd33c97e.jpg,CarLongPlateGen1183_jpg.rf.a016eb9f71feccd42205457fcd33c97e.jpg,True,,True,0.838,"[252, 185, 351, 216]",0.0,99,31,3.19,V0_COLOR_CLAHE,0.612,6IF.222 61,6IF22261,6IF22261,0.304,UNKNOWN,False,3. Extremely small plate resolution,869.22
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1205_jpg.rf.440b2451b7e203142813213b4ac2045b.jpg,CarLongPlateGen1205_jpg.rf.440b2451b7e203142813213b4ac2045b.jpg,True,,True,0.801,"[221, 186, 319, 214]",0.0,98,28,3.5,V0_COLOR_CLAHE,0.7344,61A85325,61A85325,61A85325,0.469,UNKNOWN,False,3. Extremely small plate resolution,939.76
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1219_jpg.rf.32a03502751d51eee478d8aa3748a8cb.jpg,CarLongPlateGen1219_jpg.rf.32a03502751d51eee478d8aa3748a8cb.jpg,True,,True,0.845,"[121, 75, 239, 113]",0.0,118,38,3.11,V2_ADAPTIVE_BINARIZE,0.6463,61G25181,61G25181,61G25181,0.293,UNKNOWN,False,3. Extremely small plate resolution,879.83
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1232_jpg.rf.b046360e5d61840cb08dc82b758203de.jpg,CarLongPlateGen1232_jpg.rf.b046360e5d61840cb08dc82b758203de.jpg,True,,True,0.828,"[199, 77, 302, 113]",0.0,103,36,2.86,V0_COLOR_CLAHE,0.6066,51F 617.12,51F61712,51F61712,0.293,UNKNOWN,False,3. Extremely small plate resolution,809.11
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1356_jpg.rf.8bb687d3a856154419465db232edaea0.jpg,CarLongPlateGen1356_jpg.rf.8bb687d3a856154419465db232edaea0.jpg,True,,True,0.813,"[201, 138, 289, 166]",0.0,88,28,3.14,V2_ADAPTIVE_BINARIZE,0.6943,5TA L5g7L,5TAL5G7L,5TAL5G7L,0.433,UNKNOWN,False,3. Extremely small plate resolution,918.13
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1365_jpg.rf.76a10aff0efe8047cfa05c84efe81398.jpg,CarLongPlateGen1365_jpg.rf.76a10aff0efe8047cfa05c84efe81398.jpg,True,,True,0.823,"[224, 243, 331, 275]",0.4108,107,32,3.34,V2_ADAPTIVE_BINARIZE,0.5928,61F.690.11,61F69011,61F69011,0.266,UNKNOWN,False,3. Extremely small plate resolution,919.06
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1398_jpg.rf.621f63c834b8d9f792034ec4b7cc3bf2.jpg,CarLongPlateGen1398_jpg.rf.621f63c834b8d9f792034ec4b7cc3bf2.jpg,True,,True,0.804,"[241, 204, 337, 234]",0.0,96,30,3.2,V1_GRAY_CLAHE,0.6887,614.853.25,61485325,61485325,0.457,UNKNOWN,False,3. Extremely small plate resolution,930.19
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1430_jpg.rf.c96f608366975d00004e6442f4ae8d94.jpg,CarLongPlateGen1430_jpg.rf.c96f608366975d00004e6442f4ae8d94.jpg,True,,True,0.816,"[154, 121, 264, 154]",0.0,110,33,3.33,V2_ADAPTIVE_BINARIZE,0.7268,61F-88270,61F88270,61F88270,0.498,UNKNOWN,False,3. Extremely small plate resolution,1038.58
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1453_jpg.rf.4c3ab494b914c2505abe28561561a83f.jpg,CarLongPlateGen1453_jpg.rf.4c3ab494b914c2505abe28561561a83f.jpg,True,,True,0.81,"[261, 247, 378, 286]",2.4484,117,39,3.0,V1_GRAY_CLAHE,0.6727,614 72474,61472474,61472474,0.39,UNKNOWN,False,3. Extremely small plate resolution,860.51
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen145_jpg.rf.f9a40101b62ce9b3d7f3b898e0d7ed1a.jpg,CarLongPlateGen145_jpg.rf.f9a40101b62ce9b3d7f3b898e0d7ed1a.jpg,True,,True,0.784,"[237, 136, 281, 148]",0.0,44,12,3.67,V0_COLOR_CLAHE,0.3972,0 (akip,0AKIP,0AKIP,0.134,UNKNOWN,False,3. Extremely small plate resolution,1152.36
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen146_jpg.rf.8464c838eb074ac74ab4c9a0b6366f22.jpg,CarLongPlateGen146_jpg.rf.8464c838eb074ac74ab4c9a0b6366f22.jpg,True,,True,0.791,"[202, 164, 246, 176]",0.0,44,12,3.67,V1_GRAY_CLAHE,0.4613,ELEKIA,ELEKIA,ELEKIA,0.073,UNKNOWN,False,3. Extremely small plate resolution,1160.3
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1483_jpg.rf.6d282d023bc5fe207cf367ee179b0c9d.jpg,CarLongPlateGen1483_jpg.rf.6d282d023bc5fe207cf367ee179b0c9d.jpg,True,,True,0.827,"[229, 166, 326, 196]",0.0,97,30,3.23,V1_GRAY_CLAHE,0.6462,614 01204,61401204,61401204,0.337,UNKNOWN,False,3. Extremely small plate resolution,946.66
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1487_jpg.rf.f3a46a8d94e1b27d219996b909d6f699.jpg,CarLongPlateGen1487_jpg.rf.f3a46a8d94e1b27d219996b909d6f699.jpg,True,,True,0.796,"[218, 168, 316, 197]",0.0,98,29,3.38,V2_ADAPTIVE_BINARIZE,0.6867,61F.06948],61F06948,61F06948,0.453,UNKNOWN,False,3. Extremely small plate resolution,925.5
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1490_jpg.rf.b4e7b12793599b0d8a198205eccdd8ee.jpg,CarLongPlateGen1490_jpg.rf.b4e7b12793599b0d8a198205eccdd8ee.jpg,True,,True,0.824,"[258, 189, 352, 219]",0.0,94,30,3.13,V2_ADAPTIVE_BINARIZE,0.5909,510.394.66_,51039466,51039466,0.291,UNKNOWN,False,3. Extremely small plate resolution,889.83
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1498_jpg.rf.7a08acd4d5d69953d28829e691d26f02.jpg,CarLongPlateGen1498_jpg.rf.7a08acd4d5d69953d28829e691d26f02.jpg,True,,True,0.826,"[211, 139, 310, 169]",0.0,99,30,3.3,V0_COLOR_CLAHE,0.701,"514,256.68",51425668,51425668,0.482,UNKNOWN,False,3. Extremely small plate resolution,888.85
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen149_jpg.rf.d594e3ef06b4b49cffad39e2c5ce1ec0.jpg,CarLongPlateGen149_jpg.rf.d594e3ef06b4b49cffad39e2c5ce1ec0.jpg,True,,True,0.802,"[221, 177, 289, 195]",0.0,68,18,3.78,V2_ADAPTIVE_BINARIZE,0.5282,51F*-76351,51F76351,51F76351,0.136,UNKNOWN,False,3. Extremely small plate resolution,1059.44
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen14_jpg.rf.4559f4376108562a56594a976a362d06.jpg,CarLongPlateGen14_jpg.rf.4559f4376108562a56594a976a362d06.jpg,True,,True,0.761,"[261, 152, 306, 163]",0.0,45,11,4.09,V0_COLOR_CLAHE,0.3734,FSK2,FSK2,FSK2,0.047,UNKNOWN,False,3. Extremely small plate resolution,1154.09
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1512_jpg.rf.42d97a86541a620a4e6c8c5ac1bcf007.jpg,CarLongPlateGen1512_jpg.rf.42d97a86541a620a4e6c8c5ac1bcf007.jpg,True,,True,0.835,"[225, 204, 328, 236]",0.0,103,32,3.22,V0_COLOR_CLAHE,0.7009,61A 897.14,61A89714,61A89714,0.482,UNKNOWN,False,3. Extremely small plate resolution,908.95
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1557_jpg.rf.435dc0c55cf270176a3095ea19010dbe.jpg,CarLongPlateGen1557_jpg.rf.435dc0c55cf270176a3095ea19010dbe.jpg,True,,True,0.806,"[236, 136, 335, 169]",0.0,99,33,3.0,V0_COLOR_CLAHE,0.6095,61AZ24L4,61AZ24L4,61AZ24L4,0.219,UNKNOWN,False,3. Extremely small plate resolution,849.21
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1561_jpg.rf.617a5657d1c76023c3d88a01c7fa5f34.jpg,CarLongPlateGen1561_jpg.rf.617a5657d1c76023c3d88a01c7fa5f34.jpg,True,,True,0.806,"[237, 219, 339, 252]",0.0,102,33,3.09,V0_COLOR_CLAHE,0.6242,si6254.81,SI625481,SI625481,0.293,UNKNOWN,False,3. Extremely small plate resolution,929.68
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1565_jpg.rf.6527a356dfb02cea89dffd8945244ae8.jpg,CarLongPlateGen1565_jpg.rf.6527a356dfb02cea89dffd8945244ae8.jpg,True,,True,0.797,"[210, 178, 298, 205]",0.0,88,27,3.26,V2_ADAPTIVE_BINARIZE,0.5378,Sold 0ll11,SOLD0LL11,SOLD0LL11,0.116,UNKNOWN,False,3. Extremely small plate resolution,944.44
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1574_jpg.rf.2332b3b9757d3a660fa00abce754b1bb.jpg,CarLongPlateGen1574_jpg.rf.2332b3b9757d3a660fa00abce754b1bb.jpg,True,,True,0.826,"[196, 222, 299, 254]",0.2762,103,32,3.22,V0_COLOR_CLAHE,0.6989,616.21748,61621748,61621748,0.442,UNKNOWN,False,3. Extremely small plate resolution,934.48
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen160_jpg.rf.93162aaeee68d758c9bc88785ff93739.jpg,CarLongPlateGen160_jpg.rf.93162aaeee68d758c9bc88785ff93739.jpg,True,,True,0.774,"[223, 200, 274, 213]",0.0,51,13,3.92,V2_ADAPTIVE_BINARIZE,0.4096,48872,48872,48872,0.044,UNKNOWN,False,3. Extremely small plate resolution,1332.56
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1612_jpg.rf.051ada61adb5484aa58c13ef933c3cd7.jpg,CarLongPlateGen1612_jpg.rf.051ada61adb5484aa58c13ef933c3cd7.jpg,True,,True,0.812,"[194, 131, 308, 167]",0.0,114,36,3.17,V2_ADAPTIVE_BINARIZE,0.6197,FIF-079733,FIF079733,FIF079733,0.279,UNKNOWN,False,3. Extremely small plate resolution,892.22
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1618_jpg.rf.947acbbf8f8db4c6d4b3475d563606d4.jpg,CarLongPlateGen1618_jpg.rf.947acbbf8f8db4c6d4b3475d563606d4.jpg,True,,True,0.827,"[171, 144, 286, 177]",0.0,115,33,3.48,V0_COLOR_CLAHE,0.603,61F.161.59,61F16159,61F16159,0.286,UNKNOWN,False,3. Extremely small plate resolution,1340.07
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1627_jpg.rf.22c6bf17a216b2071c94f00ab73412f9.jpg,CarLongPlateGen1627_jpg.rf.22c6bf17a216b2071c94f00ab73412f9.jpg,True,,True,0.81,"[164, 111, 272, 143]",0.0,108,32,3.38,V0_COLOR_CLAHE,0.6388,676-44614,67644614,67644614,0.322,UNKNOWN,False,3. Extremely small plate resolution,1000.42
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1634_jpg.rf.220ffbade2ac4661453166f07e123109.jpg,CarLongPlateGen1634_jpg.rf.220ffbade2ac4661453166f07e123109.jpg,True,,True,0.823,"[231, 198, 327, 229]",0.0,96,31,3.1,V1_GRAY_CLAHE,0.647,5F.161.59,5F16159,5F16159,0.458,UNKNOWN,False,3. Extremely small plate resolution,931.39
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1636_jpg.rf.0be06c85bf9e346c644b8a86571b7d0a.jpg,CarLongPlateGen1636_jpg.rf.0be06c85bf9e346c644b8a86571b7d0a.jpg,True,,True,0.822,"[180, 143, 296, 180]",0.0,116,37,3.14,V0_COLOR_CLAHE,0.6721,61G-51332,61G51332,61G51332,0.389,UNKNOWN,False,3. Extremely small plate resolution,880.01
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1711_jpg.rf.a4d1f5b4a806aa43ae4b24f3f979c83e.jpg,CarLongPlateGen1711_jpg.rf.a4d1f5b4a806aa43ae4b24f3f979c83e.jpg,True,,True,0.82,"[209, 200, 312, 230]",2.4476,103,30,3.43,V1_GRAY_CLAHE,0.62,61F 88270,61F88270,61F88270,0.284,UNKNOWN,False,3. Extremely small plate resolution,965.82
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1773_jpg.rf.ad858d1012648be1e04fcd7f47fc5949.jpg,CarLongPlateGen1773_jpg.rf.ad858d1012648be1e04fcd7f47fc5949.jpg,True,,True,0.824,"[201, 159, 310, 193]",0.0,109,34,3.21,V2_ADAPTIVE_BINARIZE,0.6163,EIA 691721,EIA691721,EIA691721,0.273,UNKNOWN,False,3. Extremely small plate resolution,915.46
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1785_jpg.rf.81a6060be143feb06f78e32e65c7762b.jpg,CarLongPlateGen1785_jpg.rf.81a6060be143feb06f78e32e65c7762b.jpg,True,,True,0.813,"[106, 206, 207, 233]",0.1079,101,27,3.74,V1_GRAY_CLAHE,0.5827,(sold 0L4.11,SOLD0L411,SOLD0L411,0.265,UNKNOWN,False,3. Extremely small plate resolution,1064.02
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1812_jpg.rf.0f7abfd91266d8ad019aabd41ae391ef.jpg,CarLongPlateGen1812_jpg.rf.0f7abfd91266d8ad019aabd41ae391ef.jpg,True,,True,0.781,"[259, 255, 340, 278]",1.2403,81,23,3.52,V0_COLOR_CLAHE,0.5617,SIA 961L1,SIA961L1,SIA961L1,0.168,UNKNOWN,False,3. Extremely small plate resolution,1123.17
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1824_jpg.rf.60a751db23f2f1ea5f0c1b117166d6ea.jpg,CarLongPlateGen1824_jpg.rf.60a751db23f2f1ea5f0c1b117166d6ea.jpg,True,,True,0.819,"[241, 174, 333, 202]",0.0,92,28,3.29,V2_ADAPTIVE_BINARIZE,0.6405,616-51008,61651008,61651008,0.325,UNKNOWN,False,3. Extremely small plate resolution,1031.75
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1856_jpg.rf.27a1ecba36d154835740118f18db49ad.jpg,CarLongPlateGen1856_jpg.rf.27a1ecba36d154835740118f18db49ad.jpg,True,,True,0.84,"[165, 95, 267, 125]",0.0,102,30,3.4,V1_GRAY_CLAHE,0.6193,61F 244.03,61F24403,61F24403,0.319,UNKNOWN,False,3. Extremely small plate resolution,1058.03
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1862_jpg.rf.81556e41ad71466c60eb33b4bd975cd9.jpg,CarLongPlateGen1862_jpg.rf.81556e41ad71466c60eb33b4bd975cd9.jpg,True,,True,0.805,"[267, 233, 347, 258]",0.0,80,25,3.2,V0_COLOR_CLAHE,0.648,612.165.85,61216585,61216585,0.376,UNKNOWN,False,3. Extremely small plate resolution,992.02
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1888_jpg.rf.d7acf9d3763289310cdb8008a2724c9a.jpg,CarLongPlateGen1888_jpg.rf.d7acf9d3763289310cdb8008a2724c9a.jpg,True,,True,0.785,"[290, 201, 365, 224]",0.0,75,23,3.26,V1_GRAY_CLAHE,0.7183,2g123950,2G123950,2G123950,0.437,UNKNOWN,False,3. Extremely small plate resolution,943.97
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen190_jpg.rf.5c58d72bd58fdb5430aa4c930eb93406.jpg,CarLongPlateGen190_jpg.rf.5c58d72bd58fdb5430aa4c930eb93406.jpg,True,,True,0.758,"[288, 136, 331, 147]",0.0,43,11,3.91,V0_COLOR_CLAHE,0.4698,GixYumd,GIXYUMD,GIXYUMD,0.015,UNKNOWN,False,3. Extremely small plate resolution,1281.14
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1918_jpg.rf.5b03e0d5d53359a9b69ceb618289868f.jpg,CarLongPlateGen1918_jpg.rf.5b03e0d5d53359a9b69ceb618289868f.jpg,True,,True,0.793,"[182, 233, 259, 255]",0.1667,77,22,3.5,V0_COLOR_CLAHE,0.7002,614.052.27,61405227,61405227,0.48,UNKNOWN,False,3. Extremely small plate resolution,963.91
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1953_jpg.rf.4a1d32502a6d07351ba3b77e150ab3d7.jpg,CarLongPlateGen1953_jpg.rf.4a1d32502a6d07351ba3b77e150ab3d7.jpg,True,,True,0.806,"[148, 185, 240, 213]",0.2106,92,28,3.29,V1_GRAY_CLAHE,0.6002,6EEZZ614,6EEZZ614,6EEZZ614,0.2,UNKNOWN,False,3. Extremely small plate resolution,1000.73
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1973_jpg.rf.307a856ef3c376da1c875352d4b26cb3.jpg,CarLongPlateGen1973_jpg.rf.307a856ef3c376da1c875352d4b26cb3.jpg,True,,True,0.794,"[213, 157, 304, 183]",0.0,91,26,3.5,V0_COLOR_CLAHE,0.6643,610205.35,61020535,61020535,0.373,UNKNOWN,False,3. Extremely small plate resolution,990.85
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1974_jpg.rf.e398183309f830a6c0dd97d03b81b61c.jpg,CarLongPlateGen1974_jpg.rf.e398183309f830a6c0dd97d03b81b61c.jpg,True,,True,0.809,"[143, 243, 246, 274]",0.1271,103,31,3.32,V1_GRAY_CLAHE,0.6657,61F.78904,61F78904,61F78904,0.376,UNKNOWN,False,3. Extremely small plate resolution,966.88
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1982_jpg.rf.9a1732a7f1dc24009d5084359c07f112.jpg,CarLongPlateGen1982_jpg.rf.9a1732a7f1dc24009d5084359c07f112.jpg,True,,True,0.797,"[146, 222, 249, 252]",0.1351,103,30,3.43,V1_GRAY_CLAHE,0.6837,61F.13251,61F13251,61F13251,0.412,UNKNOWN,False,3. Extremely small plate resolution,989.27
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2028_jpg.rf.f90e1dbcf169db72621281987d959cad.jpg,CarLongPlateGen2028_jpg.rf.f90e1dbcf169db72621281987d959cad.jpg,True,,True,0.825,"[126, 98, 246, 138]",0.0,120,40,3.0,V0_COLOR_CLAHE,0.7002,61F89367,61F89367,61F89367,0.4,UNKNOWN,False,14. General low confidence / Unknown ambiguity,878.25
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2038_jpg.rf.c0d94560539e876d157d367ce935baf8.jpg,CarLongPlateGen2038_jpg.rf.c0d94560539e876d157d367ce935baf8.jpg,True,,True,0.817,"[220, 179, 317, 212]",0.0,97,33,2.94,V1_GRAY_CLAHE,0.5147,1G 29524,1G29524,1G29524,0.154,UNKNOWN,False,3. Extremely small plate resolution,920.35
