group,image_path,image_name,exec_success,error_msg,plate_detected,detection_confidence,bbox,iou_gt,crop_width,crop_height,aspect_ratio,selected_variant,composite_score,raw_ocr_text,cleaned_text,plate_text,ocr_confidence,plate_type,is_valid_indian_format,error_category,processing_time_ms
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2862_jpg.rf.06c492443cc39ae2672e8bc1c2f2ef01.jpg,CarLongPlateGen2862_jpg.rf.06c492443cc39ae2672e8bc1c2f2ef01.jpg,True,,True,0.806,"[141, 265, 250, 300]",0.1056,109,35,3.11,V1_GRAY_CLAHE,0.6029,614 941,614941,614941,0.413,UNKNOWN,False,3. Extremely small plate resolution,996.66
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2867_jpg.rf.28240dd9279859bb0aef3ea163b0a336.jpg,CarLongPlateGen2867_jpg.rf.28240dd9279859bb0aef3ea163b0a336.jpg,True,,True,0.826,"[286, 159, 400, 201]",0.0,114,42,2.71,V0_COLOR_CLAHE,0.6261,BIF2L403,BIF2L403,BIF2L403,0.252,UNKNOWN,False,4. Blur / Low contrast / Noise,820.12
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2875_jpg.rf.a7b9e9102891b90c728f349e084ddc86.jpg,CarLongPlateGen2875_jpg.rf.a7b9e9102891b90c728f349e084ddc86.jpg,True,,True,0.833,"[131, 112, 266, 153]",16.4,135,41,3.29,V1_GRAY_CLAHE,0.6195,GOA 35981,GOA35981,GOA35981,0.284,UNKNOWN,False,4. Blur / Low contrast / Noise,918.92
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2882_jpg.rf.e6c98a110225271a141b1343e9f2cde6.jpg,CarLongPlateGen2882_jpg.rf.e6c98a110225271a141b1343e9f2cde6.jpg,True,,True,0.823,"[112, 167, 242, 201]",0.1349,130,34,3.82,V0_COLOR_CLAHE,0.8405,616205.36,61620536,61620536,0.726,UNKNOWN,False,NONE,1026.61
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2883_jpg.rf.e022f274627899067e97ada873480f91.jpg,CarLongPlateGen2883_jpg.rf.e022f274627899067e97ada873480f91.jpg,True,,True,0.82,"[235, 219, 353, 262]",1.8712,118,43,2.74,V2_ADAPTIVE_BINARIZE,0.838,61G205.3,61G2053,61G2053,0.801,UNKNOWN,False,NONE,837.3
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2893_jpg.rf.d39cedb62d8bb5e8bc337addac3ab576.jpg,CarLongPlateGen2893_jpg.rf.d39cedb62d8bb5e8bc337addac3ab576.jpg,True,,True,0.821,"[103, 164, 221, 220]",0.2019,118,56,2.11,V0_COLOR_CLAHE,0.8465,29122950,29122950,29122950,0.693,UNKNOWN,False,NONE,695.66
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2903_jpg.rf.228195bbfa7e7b937b47e57dbc9d3e94.jpg,CarLongPlateGen2903_jpg.rf.228195bbfa7e7b937b47e57dbc9d3e94.jpg,True,,True,0.843,"[229, 143, 342, 198]",0.0,113,55,2.05,V1_GRAY_CLAHE,0.7075,FIF27809,FIF27809,FIF27809,0.415,UNKNOWN,False,14. General low confidence / Unknown ambiguity,601.72
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen290_jpg.rf.f5e9039cc01cabf82518ccc867ace404.jpg,CarLongPlateGen290_jpg.rf.f5e9039cc01cabf82518ccc867ace404.jpg,True,,True,0.763,"[265, 225, 306, 238]",0.0,41,13,3.15,V2_ADAPTIVE_BINARIZE,0.4498,02e,02E,02E,0.275,UNKNOWN,False,3. Extremely small plate resolution,1058.27
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2920_jpg.rf.f3b36592f6565e53e7bd64bf3e4d99a7.jpg,CarLongPlateGen2920_jpg.rf.f3b36592f6565e53e7bd64bf3e4d99a7.jpg,True,,True,0.818,"[145, 94, 259, 134]",0.0,114,40,2.85,V2_ADAPTIVE_BINARIZE,0.9792,29451796,29451796,29451796,0.958,UNKNOWN,False,NONE,814.41
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen293_jpg.rf.52ac3f5ccf552ce9cd1124981c552f28.jpg,CarLongPlateGen293_jpg.rf.52ac3f5ccf552ce9cd1124981c552f28.jpg,True,,True,0.801,"[123, 145, 174, 161]",0.2083,51,16,3.19,V0_COLOR_CLAHE,0.7216,3 610606353,3610606353,3610606353,0.48,UNKNOWN,False,3. Extremely small plate resolution,1036.44
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2942_jpg.rf.e6681d9094eab39f6a995e3e965955ed.jpg,CarLongPlateGen2942_jpg.rf.e6681d9094eab39f6a995e3e965955ed.jpg,True,,True,0.807,"[108, 171, 215, 213]",0.2426,107,42,2.55,V2_ADAPTIVE_BINARIZE,0.8355,52Y.6290,52Y6290,52Y6290,0.796,UNKNOWN,False,NONE,784.9
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2943_jpg.rf.12cfec00252e293077e07e6d427d7afa.jpg,CarLongPlateGen2943_jpg.rf.12cfec00252e293077e07e6d427d7afa.jpg,True,,True,0.826,"[188, 138, 289, 202]",0.0,101,64,1.58,V1_GRAY_CLAHE,0.7821,52Y '6490,52Y6490,52Y6490,0.728,UNKNOWN,False,NONE,447.19
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2944_jpg.rf.7f5c1c220576b76efd7f6ce90be9b4ac.jpg,CarLongPlateGen2944_jpg.rf.7f5c1c220576b76efd7f6ce90be9b4ac.jpg,True,,True,0.807,"[84, 173, 173, 233]",0.2184,89,60,1.48,V1_GRAY_CLAHE,0.6461,;102 0g,1020G,1020G,0.631,UNKNOWN,False,NONE,532.47
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2952_jpg.rf.7e342328c5ee20ecc79897150b1867a1.jpg,CarLongPlateGen2952_jpg.rf.7e342328c5ee20ecc79897150b1867a1.jpg,True,,True,0.816,"[114, 179, 220, 240]",0.3062,106,61,1.74,V1_GRAY_CLAHE,0.8108,BIF. 687 84,BIF68784,BIF68784,0.731,UNKNOWN,False,NONE,451.68
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2960_jpg.rf.f992f7d020d5de1eed0d2c359cc95950.jpg,CarLongPlateGen2960_jpg.rf.f992f7d020d5de1eed0d2c359cc95950.jpg,True,,True,0.823,"[139, 240, 247, 273]",0.1037,108,33,3.27,V2_ADAPTIVE_BINARIZE,0.7176,6173420,6173420,6173420,0.51,UNKNOWN,False,NONE,945.09
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen296_jpg.rf.d870110221ad69207972bd69d0bbdeeb.jpg,CarLongPlateGen296_jpg.rf.d870110221ad69207972bd69d0bbdeeb.jpg,True,,True,0.754,"[144, 166, 196, 180]",0.2264,52,14,3.71,V2_ADAPTIVE_BINARIZE,0.4313,5124],5124,5124,0.243,UNKNOWN,False,3. Extremely small plate resolution,1197.05
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2974_jpg.rf.11e11805bf067528b2681981436104f5.jpg,CarLongPlateGen2974_jpg.rf.11e11805bf067528b2681981436104f5.jpg,True,,True,0.817,"[319, 246, 401, 274]",0.0,82,28,2.93,V2_ADAPTIVE_BINARIZE,0.7658,4516 394.66,451639466,451639466,0.483,UNKNOWN,False,3. Extremely small plate resolution,933.39
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen2985_jpg.rf.dd53f6b6681d5e8794cfa02af4aa836b.jpg,CarLongPlateGen2985_jpg.rf.dd53f6b6681d5e8794cfa02af4aa836b.jpg,True,,True,0.811,"[172, 100, 283, 167]",0.0,111,67,1.66,V1_GRAY_CLAHE,0.7417,61F-63034,61F63034,61F63034,0.528,UNKNOWN,False,NONE,603.36
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3012_jpg.rf.b5b16bd3219b1eeb18d47cdc31664053.jpg,CarLongPlateGen3012_jpg.rf.b5b16bd3219b1eeb18d47cdc31664053.jpg,True,,True,0.833,"[190, 90, 301, 163]",0.0,111,73,1.52,V1_GRAY_CLAHE,0.7093,61F.22261,61F22261,61F22261,0.463,UNKNOWN,False,14. General low confidence / Unknown ambiguity,516.95
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3014_jpg.rf.c1cc580ec977dd8aa3d846b5a7db8e34.jpg,CarLongPlateGen3014_jpg.rf.c1cc580ec977dd8aa3d846b5a7db8e34.jpg,True,,True,0.834,"[202, 79, 307, 126]",0.0,105,47,2.23,V0_COLOR_CLAHE,0.6915,G6OA.359.81,G6OA35981,G6OA35981,0.456,UNKNOWN,False,14. General low confidence / Unknown ambiguity,790.09
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3020_jpg.rf.96d3decec8680749554702b0a56fa655.jpg,CarLongPlateGen3020_jpg.rf.96d3decec8680749554702b0a56fa655.jpg,True,,True,0.821,"[124, 65, 231, 125]",0.0,107,60,1.78,V0_COLOR_CLAHE,0.8483,61F324 88,61F32488,61F32488,0.741,UNKNOWN,False,NONE,457.17
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3022_jpg.rf.7ba96e96519dfd10733f4052d8230834.jpg,CarLongPlateGen3022_jpg.rf.7ba96e96519dfd10733f4052d8230834.jpg,True,,True,0.809,"[181, 118, 307, 168]",0.0,126,50,2.52,V0_COLOR_CLAHE,0.7302,6162 4313],61624313,61624313,0.54,UNKNOWN,False,NONE,760.41
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3025_jpg.rf.e3cc48ae6d026b9c16192e14dd222c4f.jpg,CarLongPlateGen3025_jpg.rf.e3cc48ae6d026b9c16192e14dd222c4f.jpg,True,,True,0.824,"[174, 91, 286, 147]",0.0,112,56,2.0,V0_COLOR_CLAHE,0.7333,6IF-155.85,6IF15585,6IF15585,0.547,UNKNOWN,False,NONE,459.19
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3029_jpg.rf.490ef7962ab5d8520185f13c19299924.jpg,CarLongPlateGen3029_jpg.rf.490ef7962ab5d8520185f13c19299924.jpg,True,,True,0.824,"[167, 121, 282, 170]",0.0,115,49,2.35,V2_ADAPTIVE_BINARIZE,0.7216,SOLD-0L4.11,SOLD0L411,SOLD0L411,0.516,UNKNOWN,False,NONE,746.94
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3049_jpg.rf.df5e3f7c74472708dcaf95bd611b73ed.jpg,CarLongPlateGen3049_jpg.rf.df5e3f7c74472708dcaf95bd611b73ed.jpg,True,,True,0.803,"[238, 202, 342, 246]",0.0,104,44,2.36,V1_GRAY_CLAHE,0.874,5IF-079.73,5IF07973,5IF07973,0.828,UNKNOWN,False,NONE,745.34
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3076_jpg.rf.c841099ec8e2ba3e0cdcbce347bb00cc.jpg,CarLongPlateGen3076_jpg.rf.c841099ec8e2ba3e0cdcbce347bb00cc.jpg,True,,True,0.8,"[176, 219, 286, 281]",0.3521,110,62,1.77,V1_GRAY_CLAHE,0.6329,6IA.72110,6IA72110,6IA72110,0.31,UNKNOWN,False,4. Blur / Low contrast / Noise,588.85
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3083_jpg.rf.f53acde17ee8a34edd03536e9114e4ed.jpg,CarLongPlateGen3083_jpg.rf.f53acde17ee8a34edd03536e9114e4ed.jpg,True,,True,0.817,"[238, 190, 343, 250]",0.0,105,60,1.75,V1_GRAY_CLAHE,0.66,616 513.32,61651332,61651332,0.4,UNKNOWN,False,14. General low confidence / Unknown ambiguity,417.99
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen30_jpg.rf.7e94f8cc23ba07f9a36e77d7b4f93787.jpg,CarLongPlateGen30_jpg.rf.7e94f8cc23ba07f9a36e77d7b4f93787.jpg,True,,True,0.754,"[220, 218, 263, 229]",1.5517,43,11,3.91,V1_GRAY_CLAHE,0.3563,[E3156,E3156,E3156,0.004,UNKNOWN,False,3. Extremely small plate resolution,1160.03
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3104_jpg.rf.fda6720607f9d730b4eaad90681ce887.jpg,CarLongPlateGen3104_jpg.rf.fda6720607f9d730b4eaad90681ce887.jpg,True,,True,0.811,"[206, 136, 303, 192]",0.0,97,56,1.73,V2_ADAPTIVE_BINARIZE,0.6673,G1F 31118},G1F31118,G1F31118,0.415,UNKNOWN,False,14. General low confidence / Unknown ambiguity,560.03
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3117_jpg.rf.84d0c9b1dac6fdf18511192569231b95.jpg,CarLongPlateGen3117_jpg.rf.84d0c9b1dac6fdf18511192569231b95.jpg,True,,True,0.795,"[297, 218, 381, 256]",0.0,84,38,2.21,V2_ADAPTIVE_BINARIZE,0.6527,SOLO-044.11,SOLO04411,SOLO04411,0.378,UNKNOWN,False,3. Extremely small plate resolution,802.83
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3119_jpg.rf.553569a2da04477eda2627e5173f6c1d.jpg,CarLongPlateGen3119_jpg.rf.553569a2da04477eda2627e5173f6c1d.jpg,True,,True,0.813,"[264, 187, 367, 232]",0.0,103,45,2.29,V0_COLOR_CLAHE,0.7997,614775.29,61477529,61477529,0.644,UNKNOWN,False,NONE,762.51
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen311_jpg.rf.b72b8bbb339c2c257f7268180e8af043.jpg,CarLongPlateGen311_jpg.rf.b72b8bbb339c2c257f7268180e8af043.jpg,True,,True,0.816,"[244, 124, 300, 140]",0.0,56,16,3.5,V2_ADAPTIVE_BINARIZE,0.7185,460f220201,460F220201,460F220201,0.437,UNKNOWN,False,3. Extremely small plate resolution,1034.89
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3120_jpg.rf.ffcf9267a6a2a0dcbbbcb82704379976.jpg,CarLongPlateGen3120_jpg.rf.ffcf9267a6a2a0dcbbbcb82704379976.jpg,True,,True,0.84,"[223, 197, 316, 256]",5.2904,93,59,1.58,V2_ADAPTIVE_BINARIZE,0.8192,6477529,6477529,6477529,0.61,UNKNOWN,False,NONE,544.34
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3121_jpg.rf.560a3f04aadbb534903174ee45ebdbac.jpg,CarLongPlateGen3121_jpg.rf.560a3f04aadbb534903174ee45ebdbac.jpg,True,,True,0.819,"[207, 245, 321, 303]",0.3735,114,58,1.97,V0_COLOR_CLAHE,0.6885,616 ; 290. 32,61629032,61629032,0.531,UNKNOWN,False,NONE,533.67
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3125_jpg.rf.d269349d3e853453ef13a2f3a8b4b365.jpg,CarLongPlateGen3125_jpg.rf.d269349d3e853453ef13a2f3a8b4b365.jpg,True,,True,0.817,"[153, 56, 257, 109]",0.0,104,53,1.96,V2_ADAPTIVE_BINARIZE,0.7976,51 A-052.27,51A05227,51A05227,0.704,UNKNOWN,False,NONE,636.99
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3128_jpg.rf.e9e746611de0763bcc4b27bacbf61d3b.jpg,CarLongPlateGen3128_jpg.rf.e9e746611de0763bcc4b27bacbf61d3b.jpg,True,,True,0.805,"[259, 221, 339, 245]",0.0,80,24,3.33,V1_GRAY_CLAHE,0.7942,66216.70,6621670,6621670,0.713,UNKNOWN,False,NONE,945.39
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3131_jpg.rf.e3a6ba9377ab98d0cb8aba8d26a04440.jpg,CarLongPlateGen3131_jpg.rf.e3a6ba9377ab98d0cb8aba8d26a04440.jpg,True,,True,0.817,"[196, 81, 305, 126]",0.0,109,45,2.42,V0_COLOR_CLAHE,0.7418,614 01204,61401204,61401204,0.528,UNKNOWN,False,NONE,776.51
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen314_jpg.rf.fd0d0aaa8e8bce7893bde316a99e3d77.jpg,CarLongPlateGen314_jpg.rf.fd0d0aaa8e8bce7893bde316a99e3d77.jpg,True,,True,0.801,"[261, 147, 314, 164]",0.0,53,17,3.12,V1_GRAY_CLAHE,0.6148,6052.27,605227,605227,0.437,UNKNOWN,False,3. Extremely small plate resolution,867.33
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3151_jpg.rf.505492cf60f0d88b19ef9609f44f25a1.jpg,CarLongPlateGen3151_jpg.rf.505492cf60f0d88b19ef9609f44f25a1.jpg,True,,True,0.805,"[290, 230, 369, 257]",0.0,79,27,2.93,V0_COLOR_CLAHE,0.597,6144892 14,614489214,614489214,0.234,UNKNOWN,False,3. Extremely small plate resolution,871.12
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen315_jpg.rf.194c1e2e1cc269abf384e997f099d250.jpg,CarLongPlateGen315_jpg.rf.194c1e2e1cc269abf384e997f099d250.jpg,True,,True,0.755,"[234, 170, 266, 180]",0.0,32,10,3.2,V2_ADAPTIVE_BINARIZE,0.73,D,D,D,0.985,UNKNOWN,False,NONE,1035.3
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3161_jpg.rf.09667120613f42f0aea4714015e1ab90.jpg,CarLongPlateGen3161_jpg.rf.09667120613f42f0aea4714015e1ab90.jpg,True,,True,0.773,"[300, 205, 380, 240]",0.0,80,35,2.29,V1_GRAY_CLAHE,0.5552,61E4l614,61E4L614,61E4L614,0.11,UNKNOWN,False,3. Extremely small plate resolution,799.89
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen318_jpg.rf.cf1fd8e8e8879cdb9f49c355078df57e.jpg,CarLongPlateGen318_jpg.rf.cf1fd8e8e8879cdb9f49c355078df57e.jpg,True,,True,0.763,"[218, 108, 260, 120]",0.0,42,12,3.5,V0_COLOR_CLAHE,0.4832,G1AnEpA,G1ANEPA,G1ANEPA,0.041,UNKNOWN,False,3. Extremely small plate resolution,1168.43
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3205_jpg.rf.d5ee061549207777e19b2a3120dd31eb.jpg,CarLongPlateGen3205_jpg.rf.d5ee061549207777e19b2a3120dd31eb.jpg,True,,True,0.813,"[132, 135, 247, 200]",0.6794,115,65,1.77,V2_ADAPTIVE_BINARIZE,0.7115,GOA39951,GOA39951,GOA39951,0.423,UNKNOWN,False,14. General low confidence / Unknown ambiguity,562.43
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3206_jpg.rf.d39de9023538083e01d0aa2962c7a0b4.jpg,CarLongPlateGen3206_jpg.rf.d39de9023538083e01d0aa2962c7a0b4.jpg,True,,True,0.802,"[125, 226, 252, 273]",0.1391,127,47,2.7,V1_GRAY_CLAHE,0.7925,61F-065.32,61F06532,61F06532,0.665,UNKNOWN,False,NONE,870.43
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3207_jpg.rf.206819c8c1bec44631d1d853148798e1.jpg,CarLongPlateGen3207_jpg.rf.206819c8c1bec44631d1d853148798e1.jpg,True,,True,0.824,"[154, 113, 270, 158]",0.0,116,45,2.58,V2_ADAPTIVE_BINARIZE,0.7015,61A*72078,61A72078,61A72078,0.447,UNKNOWN,False,14. General low confidence / Unknown ambiguity,803.67
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3245_jpg.rf.3a1e0aa54876b5315b0efb07ad425c91.jpg,CarLongPlateGen3245_jpg.rf.3a1e0aa54876b5315b0efb07ad425c91.jpg,True,,True,0.839,"[213, 160, 312, 224]",0.0,99,64,1.55,V1_GRAY_CLAHE,0.8387,61F. 066 09,61F06609,61F06609,0.786,UNKNOWN,False,NONE,586.48
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3246_jpg.rf.a46e2d6aba6bc99dff1caeb34ef9660c.jpg,CarLongPlateGen3246_jpg.rf.a46e2d6aba6bc99dff1caeb34ef9660c.jpg,True,,True,0.792,"[231, 178, 334, 225]",0.0,103,47,2.19,V0_COLOR_CLAHE,0.7436,614 892.14,61489214,61489214,0.567,UNKNOWN,False,NONE,712.37
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3247_jpg.rf.e888c161955ffbbf32f2b7cfd9b74fb5.jpg,CarLongPlateGen3247_jpg.rf.e888c161955ffbbf32f2b7cfd9b74fb5.jpg,True,,True,0.871,"[239, 133, 330, 193]",0.0,91,60,1.52,V1_GRAY_CLAHE,0.8313,48g714 61,48G71461,48G71461,0.707,UNKNOWN,False,NONE,529.04
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3262_jpg.rf.a08c2187f56377b8d770b7e4914e92dc.jpg,CarLongPlateGen3262_jpg.rf.a08c2187f56377b8d770b7e4914e92dc.jpg,True,,True,0.825,"[202, 207, 311, 254]",0.8107,109,47,2.32,V0_COLOR_CLAHE,0.827,616-51332,61651332,61651332,0.698,UNKNOWN,False,NONE,790.9
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3265_jpg.rf.11f757978cbd1710166654092d1f9e0e.jpg,CarLongPlateGen3265_jpg.rf.11f757978cbd1710166654092d1f9e0e.jpg,True,,True,0.826,"[207, 195, 303, 258]",1.4498,96,63,1.52,V1_GRAY_CLAHE,0.7861,61C 51332,61C51332,61C51332,0.617,UNKNOWN,False,NONE,572.05
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3272_jpg.rf.944e8997faa8e882c64cd2f23c34b9e7.jpg,CarLongPlateGen3272_jpg.rf.944e8997faa8e882c64cd2f23c34b9e7.jpg,True,,True,0.813,"[176, 191, 279, 252]",0.5884,103,61,1.69,V0_COLOR_CLAHE,0.6374,62P. 555688,62P555688,62P555688,0.347,UNKNOWN,False,4. Blur / Low contrast / Noise,481.44
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3273_jpg.rf.ed62d48d7ebeb6fb416d889019888185.jpg,CarLongPlateGen3273_jpg.rf.ed62d48d7ebeb6fb416d889019888185.jpg,True,,True,0.795,"[187, 176, 268, 236]",1.4781,81,60,1.35,V1_GRAY_CLAHE,0.85,5688,5688,5688,1.0,UNKNOWN,False,NONE,450.04
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3277_jpg.rf.d489dca27ccbfa888f27a64d832606da.jpg,CarLongPlateGen3277_jpg.rf.d489dca27ccbfa888f27a64d832606da.jpg,True,,True,0.819,"[236, 202, 339, 258]",0.0,103,56,1.84,V2_ADAPTIVE_BINARIZE,0.8989,6F.075 68,6F07568,6F07568,0.962,UNKNOWN,False,NONE,691.28
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3279_jpg.rf.22d00f93a30c25ff2b249dcfffc01f98.jpg,CarLongPlateGen3279_jpg.rf.22d00f93a30c25ff2b249dcfffc01f98.jpg,True,,True,0.839,"[219, 184, 314, 243]",0.0,95,59,1.61,V2_ADAPTIVE_BINARIZE,0.8006,61C.006 72,61C00672,61C00672,0.681,UNKNOWN,False,NONE,680.35
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3287_jpg.rf.d3be3f27925e4ceda7184f6c416d35c4.jpg,CarLongPlateGen3287_jpg.rf.d3be3f27925e4ceda7184f6c416d35c4.jpg,True,,True,0.812,"[232, 229, 345, 272]",0.9244,113,43,2.63,V0_COLOR_CLAHE,0.6333,61F.72778,61F72778,61F72778,0.311,UNKNOWN,False,4. Blur / Low contrast / Noise,798.64
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3296_jpg.rf.866ffa5210256a599e3053c43015f074.jpg,CarLongPlateGen3296_jpg.rf.866ffa5210256a599e3053c43015f074.jpg,True,,True,0.826,"[244, 223, 314, 269]",4.3817,70,46,1.52,V0_COLOR_CLAHE,0.8799,6OM 8965,6OM8965,6OM8965,0.885,UNKNOWN,False,NONE,617.62
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3297_jpg.rf.578b545df41de2984c03dfe7e9b837f3.jpg,CarLongPlateGen3297_jpg.rf.578b545df41de2984c03dfe7e9b837f3.jpg,True,,True,0.814,"[200, 146, 306, 181]",0.0,106,35,3.03,V2_ADAPTIVE_BINARIZE,0.6215,61F.20754,61F20754,61F20754,0.288,UNKNOWN,False,3. Extremely small plate resolution,925.86
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3298_jpg.rf.1899c23f6cdaa022cc8634847fedc0ea.jpg,CarLongPlateGen3298_jpg.rf.1899c23f6cdaa022cc8634847fedc0ea.jpg,True,,True,0.823,"[193, 120, 297, 180]",0.0,104,60,1.73,V1_GRAY_CLAHE,0.8911,6E20754,6E20754,6E20754,0.857,UNKNOWN,False,NONE,666.52
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen3301_jpg.rf.675b87f017d9402c53a614b761e3040a.jpg,CarLongPlateGen3301_jpg.rf.675b87f017d9402c53a614b761e3040a.jpg,True,,True,0.824,"[219, 227, 326, 259]",0.6615,107,32,3.34,V0_COLOR_CLAHE,0.6264,5OLD { OLLIL,5OLDOLLIL,5OLDOLLIL,0.353,UNKNOWN,False,3. Extremely small plate resolution,1080.75
